Name,Dealer Page Link,List Address,Phone,Website,Inventory Count,Score,Review Count,Business Hours,State,Website Provider,Website Phone,Website Email,Chat Widget,Dealer Type,Google Map Phone,Google Map Website,google maps url,Website Enrichment Notes
Bob-Boyd Lincoln of Columbus,https://www.cargurus.com/Cars/m-Bob-Boyd-Lincoln-of-Columbus-sp202316,"2445 Billingsley Rd, Columbus, OH 43235 (82 mi)",(229) 701-9263,http://www.lincolnofcolumbus.com/,224,4.71,7,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Bob-Boyd%20Lincoln%20of%20Columbus%202445%20Billingsley%20Rd%2C%20Columbus%2C%20OH%2043235%20%2882%20mi%29,Website could not be loaded
Ricart Buick GMC Chevrolet,https://www.cargurus.com/Cars/m-Ricart-Buick-GMC-Chevrolet-sp51776,"2539 Billingsley Rd, Columbus, OH 43235 (82 mi)",(614) 666-6489,https://www.ricartbuickgmc.com/,596,4.41,17,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM SUN 12:00 PM-5:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 889-6300,,https://www.google.com/maps/search/?api=1&query=Ricart%20Buick%20GMC%20Chevrolet%202539%20Billingsley%20Rd%2C%20Columbus%2C%20OH%2043235%20%2882%20mi%29,Website could not be loaded
The Motor Collection,https://www.cargurus.com/Cars/m-The-Motor-Collection-sp381519,"8500 Warner Road Suite 500, Plain city , OH 43064 (82 mi)",(614) 954-8469,http://themotorcollection.com/,29,4.33,6,Not Specified,Ohio,,,,,private,(800) 385-2773,http://www.themotorcollection.com/,https://www.google.com/maps/search/?api=1&query=The%20Motor%20Collection%208500%20Warner%20Road%20Suite%20500%2C%20Plain%20city%20%2C%20OH%2043064%20%2882%20mi%29,Website could not be loaded
D & D Auto Sales of Onsted,https://www.cargurus.com/Cars/m-D-D-Auto-Sales-of-Onsted-sp318591,"271 S Main St, Onsted, MI 49265 (82 mi)",Not Specified,Not Specified,39,0,0,WED 10:00 AM-5:00 PM MON 10:00 AM-5:00 PM THU 10:00 AM-5:00 PM TUE 10:00 AM-5:00 PM FRI 10:00 AM-6:30 PM SAT 9:00 AM-2:00 PM,Ohio,,,,,private,(517) 300-8579,https://www.dndautoonsted.com/,https://www.google.com/maps/search/?api=1&query=D%20and%20D%20Auto%20Sales%20of%20Onsted%20271%20S%20Main%20St%2C%20Onsted%2C%20MI%2049265%20%2882%20mi%29,No dealer website provided
Exeter Auto Group,https://www.cargurus.com/Cars/m-Exeter-Auto-Group-sp459884,"26671 Grand River Ave, Redford, MI 48240 (82 mi)",(313) 307-4293,https://www.exeterautogroup.com/,84,5,1,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,(313) 604-8237,,https://www.google.com/maps/search/?api=1&query=Exeter%20Auto%20Group%2026671%20Grand%20River%20Ave%2C%20Redford%2C%20MI%2048240%20%2882%20mi%29,Website could not be loaded
Prime Motorz LLC,https://www.cargurus.com/Cars/m-Prime-Motorz-LLC-sp308416,"23644 Ryan Rd, Warren, MI 48091 (82 mi)",(586) 217-3891,https://www.primemotorz.com/,39,4.88,24,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,(586) 576-7761,,https://www.google.com/maps/search/?api=1&query=Prime%20Motorz%20LLC%2023644%20Ryan%20Rd%2C%20Warren%2C%20MI%2048091%20%2882%20mi%29,Website could not be loaded
Trade In Automotive LLC,https://www.cargurus.com/Cars/m-Trade-In-Automotive-LLC-sp457761,"37151 Ben Hur Ave, Unit K, Willoughby, OH 44094 (82 mi)",(440) 586-3656,https://tradeinautomotive.com/,26,2.83,6,Not Specified,Ohio,,+14403641232,tradeinautomotivellc@gmail.com,,private,(440) 364-1232,,https://www.google.com/maps/search/?api=1&query=Trade%20In%20Automotive%20LLC%2037151%20Ben%20Hur%20Ave%2C%20Unit%20K%2C%20Willoughby%2C%20OH%2044094%20%2882%20mi%29,Website provider not detected on site
DriveTime of Eastpointe,https://www.cargurus.com/Cars/m-DriveTime-of-Eastpointe-sp402752,"24211 Gratiot Ave, Eastpointe, MI 48021 (82 mi)",(586) 488-4746,https://www.drivetime.com/eastpointe/mi/car-dealers/eastpointe/17401,89,0,0,WED 11:00 AM-7:00 PM MON 11:00 AM-7:00 PM THU 11:00 AM-7:00 PM TUE 11:00 AM-7:00 PM FRI 10:00 AM-8:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,(888) 418-1212,,https://www.google.com/maps/search/?api=1&query=DriveTime%20of%20Eastpointe%2024211%20Gratiot%20Ave%2C%20Eastpointe%2C%20MI%2048021%20%2882%20mi%29,Website could not be loaded
Ken Ganley Chrysler of Aurora,https://www.cargurus.com/Cars/m-Ken-Ganley-Chrysler-of-Aurora-sp62550,"161 W Garfield Rd, Aurora, OH 44202 (82 mi)",(330) 946-5710,https://www.ganleyaurorachrysler.com/,204,4.83,6,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(330) 562-2600,,https://www.google.com/maps/search/?api=1&query=Ken%20Ganley%20Chrysler%20of%20Aurora%20161%20W%20Garfield%20Rd%2C%20Aurora%2C%20OH%2044202%20%2882%20mi%29,Website could not be loaded
CarMax Columbus Sawmill,https://www.cargurus.com/Cars/m-CarMax-Columbus-Sawmill-sp290470,"2700 Farmers Drive, Columbus, OH 43235 (82 mi)",(844) 329-0930,https://www.carmax.com/,114,4.2,5,WED 10:00 AM-9:00 PM MON 10:00 AM-9:00 PM THU 10:00 AM-9:00 PM SUN 12:00 PM-7:00 PM TUE 10:00 AM-9:00 PM FRI 10:00 AM-9:00 PM SAT 9:00 AM-9:00 PM,Ohio,,,,,private,(800) 519-1511,,https://www.google.com/maps/search/?api=1&query=CarMax%20Columbus%20Sawmill%202700%20Farmers%20Drive%2C%20Columbus%2C%20OH%2043235%20%2882%20mi%29,Website could not be loaded
Infiniti of Columbus,https://www.cargurus.com/Cars/m-Infiniti-of-Columbus-sp67842,"3890 Tuller Rd, Dublin, OH 43017 (82 mi)",Not Specified,Not Specified,109,4.4,5,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 793-1000,http://www.infinitiofcolumbus.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales,https://www.google.com/maps/search/?api=1&query=Infiniti%20of%20Columbus%203890%20Tuller%20Rd%2C%20Dublin%2C%20OH%2043017%20%2882%20mi%29,No dealer website provided
A & M Premier Auto Sales,https://www.cargurus.com/Cars/m-A-M-Premier-Auto-Sales-sp289484,"24340 Gratiot Avenue, Eastpointe, MI 48021 (82 mi)",Not Specified,Not Specified,10,0,0,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=A%20and%20M%20Premier%20Auto%20Sales%2024340%20Gratiot%20Avenue%2C%20Eastpointe%2C%20MI%2048021%20%2882%20mi%29,No dealer website provided
LaFontaine Buick GMC of Ann Arbor,https://www.cargurus.com/Cars/m-LaFontaine-Buick-GMC-of-Ann-Arbor-sp336659,"500 Auto Mall Drive Road, Ann Arbor, MI 48103 (82 mi)",(734) 366-4741,https://www.lafontainebuickgmcannarbor.com/,441,4.19,16,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,franchise,(734) 769-1200,,https://www.google.com/maps/search/?api=1&query=LaFontaine%20Buick%20GMC%20of%20Ann%20Arbor%20500%20Auto%20Mall%20Drive%20Road%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,Website could not be loaded
Martell Auto Sales Inc,https://www.cargurus.com/Cars/m-Martell-Auto-Sales-Inc-sp315568,"24187 Ryan Rd, Warren, MI 48091 (82 mi)",(586) 488-0549,https://www.martellautosales.com/,15,5,1,WED 10:00 AM-7:00 PM MON 10:00 AM-7:00 PM THU 10:00 AM-7:00 PM TUE 10:00 AM-7:00 PM FRI 10:00 AM-7:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,private,(586) 434-4790,https://www.martellautosales.com/,https://www.google.com/maps/search/?api=1&query=Martell%20Auto%20Sales%20Inc%2024187%20Ryan%20Rd%2C%20Warren%2C%20MI%2048091%20%2882%20mi%29,Website could not be loaded
Gravity Auto Sales,https://www.cargurus.com/Cars/m-Gravity-Auto-Sales-sp448964,"24717 Gratiot Avenue, Eastpointe, MI 48021 (82 mi)",(586) 571-7083,https://www.gravityautosales.com/cars-for-sale,41,0,0,WED 10:00 AM-6:00 PM MON 10:00 AM-8:00 PM THU 10:00 AM-8:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,+15862500062,gravityautodocs@gmail.com,,private,(586) 250-0062,,https://www.google.com/maps/search/?api=1&query=Gravity%20Auto%20Sales%2024717%20Gratiot%20Avenue%2C%20Eastpointe%2C%20MI%2048021%20%2882%20mi%29,Website provider not detected on site
Varsity Ford,https://www.cargurus.com/Cars/m-Varsity-Ford-sp334275,"3480 Jackson Road, Ann Arbor, MI 48103 (82 mi)",Not Specified,Not Specified,1033,4,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,(844) 584-2807,https://www.varsityfordsales.com/,https://www.google.com/maps/search/?api=1&query=Varsity%20Ford%203480%20Jackson%20Road%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,No dealer website provided
Suburban Chevrolet,https://www.cargurus.com/Cars/m-Suburban-Chevrolet-sp299290,"3515 Jackson Rd, Ann Arbor, MI 48103 (82 mi)",(734) 212-2452,https://www.suburbanchevroletofannarbor.com,314,3.97,38,WED 9:00 AM-5:00 PM MON 9:00 AM-5:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Suburban%20Chevrolet%203515%20Jackson%20Rd%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,Website could not be loaded
Lafontaine Infiniti Ann Arbor,https://www.cargurus.com/Cars/m-Lafontaine-Infiniti-Ann-Arbor-sp346581,"3500 Jackson Road, Ann Arbor, MI 48103 (82 mi)",(463) 273-3530,https://www.lafontaineinfinitiannarbor.com/,29,3.67,3,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,franchise,(734) 352-6806,,https://www.google.com/maps/search/?api=1&query=Lafontaine%20Infiniti%20Ann%20Arbor%203500%20Jackson%20Road%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,Website could not be loaded
LaFontaine Mitsubishi Ann Arbor,https://www.cargurus.com/Cars/m-LaFontaine-Mitsubishi-Ann-Arbor-sp460413,"3500 Jackson Rd, Suite 200, Ann Arbor, MI 48103 (82 mi)",(734) 346-4942,https://www.lafontainemitsubishiannarbor.com/,114,3.67,6,Not Specified,Ohio,,,,,franchise,(734) 352-6899,,https://www.google.com/maps/search/?api=1&query=LaFontaine%20Mitsubishi%20Ann%20Arbor%203500%20Jackson%20Rd%2C%20Suite%20200%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,Website could not be loaded
DriveMax Auto Sales,https://www.cargurus.com/Cars/m-DriveMax-Auto-Sales-sp283983,"24990 Groesbeck, Warren, MI 48089 (82 mi)",(586) 788-1478,http://www.drivemaxauto.com/,35,0,0,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,(586) 772-3000,https://www.drivemaxauto.com/,https://www.google.com/maps/search/?api=1&query=DriveMax%20Auto%20Sales%2024990%20Groesbeck%2C%20Warren%2C%20MI%2048089%20%2882%20mi%29,Website could not be loaded
Toyota of Ann Arbor,https://www.cargurus.com/Cars/m-Toyota-of-Ann-Arbor-sp54443,"3745 Jackson Road, Ann Arbor, MI 48103 (82 mi)",Not Specified,Not Specified,191,2.78,9,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,franchise,(734) 336-1200,https://www.toyotaofannarbor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,https://www.google.com/maps/search/?api=1&query=Toyota%20of%20Ann%20Arbor%203745%20Jackson%20Road%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,No dealer website provided
Germain Honda of Dublin,https://www.cargurus.com/Cars/m-Germain-Honda-of-Dublin-sp59200,"6715 Sawmill Rd, Dublin, OH 43017 (82 mi)",(614) 389-9215,https://www.germainhondaofdublin.com/,456,4.81,26,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 388-8510,https://www.germainhondaofdublin.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Germain%20Honda%20of%20Dublin%206715%20Sawmill%20Rd%2C%20Dublin%2C%20OH%2043017%20%2882%20mi%29,Website could not be loaded
Subaru of Ann Arbor,https://www.cargurus.com/Cars/m-Subaru-of-Ann-Arbor-sp67643,"3771 Jackson Rd, Ann Arbor, MI 48103 (82 mi)",Not Specified,Not Specified,253,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,franchise,(734) 336-1300,https://www.subaruofannarbor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,https://www.google.com/maps/search/?api=1&query=Subaru%20of%20Ann%20Arbor%203771%20Jackson%20Rd%2C%20Ann%20Arbor%2C%20MI%2048103%20%2882%20mi%29,No dealer website provided
Fox Ann Arbor Nissan,https://www.cargurus.com/Cars/m-Fox-Ann-Arbor-Nissan-sp287051,"3975 Jackson Road, Ann Arbor, MI 48106 (82 mi)",Not Specified,Not Specified,73,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-8:00 PM SAT 9:00 AM-2:00 PM,Ohio,,,,,franchise,(734) 250-6518,https://www.foxannarbornissan.com/?utm_source=Google&utm_medium=Organic&utm_campaign=Profile,https://www.google.com/maps/search/?api=1&query=Fox%20Ann%20Arbor%20Nissan%203975%20Jackson%20Road%2C%20Ann%20Arbor%2C%20MI%2048106%20%2882%20mi%29,No dealer website provided
Fox Ann Arbor Hyundai,https://www.cargurus.com/Cars/m-Fox-Ann-Arbor-Hyundai-sp59691,"3975 Jackson Rd, Ann Arbor, MI 48103 (83 mi)",Not Specified,Not Specified,169,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-8:00 PM SAT 9:00 AM-2:00 PM,Ohio,,,,,franchise,(734) 663-7770,https://www.foxannarborhyundai.com/,https://www.google.com/maps/search/?api=1&query=Fox%20Ann%20Arbor%20Hyundai%203975%20Jackson%20Rd%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,No dealer website provided
Cadillac of Dublin,https://www.cargurus.com/Cars/m-Cadillac-of-Dublin-sp288225,"4300 W Dublin Granville Rd, Dublin, OH 43017 (83 mi)",(614) 918-4225,https://www.cadillacofdublin.com/,76,5,2,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(779) 329-2150,,https://www.google.com/maps/search/?api=1&query=Cadillac%20of%20Dublin%204300%20W%20Dublin%20Granville%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Auto Village,https://www.cargurus.com/Cars/m-Auto-Village-sp461432,"3880 Jackson Rd, Ann Arbor, MI 48103 (83 mi)",(248) 843-0664,https://www.autovillages.com/,11,0,0,Not Specified,Ohio,,,,,private,(248) 884-0062,http://www.autovillages.com/,https://www.google.com/maps/search/?api=1&query=Auto%20Village%203880%20Jackson%20Rd%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,Website could not be loaded
Sesi Lincoln Volvo Mazda,https://www.cargurus.com/Cars/m-Sesi-Lincoln-Volvo-Mazda-sp291639,"3990 Jackson Rd, Ann Arbor, MI 48103 (83 mi)",Not Specified,Not Specified,170,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM,Ohio,,,,,franchise,,,https://www.google.com/maps/search/?api=1&query=Sesi%20Lincoln%20Volvo%20Mazda%203990%20Jackson%20Rd%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,No dealer website provided
All Approved Auto Sales,https://www.cargurus.com/Cars/m-All-Approved-Auto-Sales-sp438961,"25275 Gratiot Ave, Roseville, MI 48066 (83 mi)",(586) 500-6299,https://www.allapprovedsales.com/,152,3.67,3,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,(586) 218-8000,,https://www.google.com/maps/search/?api=1&query=All%20Approved%20Auto%20Sales%2025275%20Gratiot%20Ave%2C%20Roseville%2C%20MI%2048066%20%2883%20mi%29,Website could not be loaded
Acura Columbus,https://www.cargurus.com/Cars/m-Acura-Columbus-sp59722,"4340 W Dublin Granville Rd, Dublin, OH 43017 (83 mi)",(614) 954-3111,https://www.acuracolumbus.com,272,5,5,WED 8:00 AM-7:00 PM MON 8:00 AM-7:00 PM THU 8:00 AM-7:00 PM TUE 8:00 AM-7:00 PM FRI 8:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 489-9905,,https://www.google.com/maps/search/?api=1&query=Acura%20Columbus%204340%20W%20Dublin%20Granville%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
BMW of Ann Arbor,https://www.cargurus.com/Cars/m-BMW-of-Ann-Arbor-sp61411,"501 Auto Mall Dr, Ann Arbor, MI 48103 (83 mi)",(734) 789-4674,https://www.bmwofannarbor.com,152,4,4,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,franchise,(734) 412-6676,https://www.bmwofannarbor.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=sales,https://www.google.com/maps/search/?api=1&query=BMW%20of%20Ann%20Arbor%20501%20Auto%20Mall%20Dr%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,Website could not be loaded
Coughlin Kia of Dublin,https://www.cargurus.com/Cars/m-Coughlin-Kia-of-Dublin-sp443742,"5105 Post Rd, Dublin, OH 43017 (83 mi)",(614) 739-9725,https://www.coughlinkiadublin.com/,334,2.67,3,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM SUN 11:00 AM-5:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 956-1927,,https://www.google.com/maps/search/?api=1&query=Coughlin%20Kia%20of%20Dublin%205105%20Post%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Toy Barn of Dublin,https://www.cargurus.com/Cars/m-Toy-Barn-of-Dublin-sp276481,"5100 Post Rd, Dublin, OH 43017 (83 mi)",(833) 918-9384,http://www.toybarncars.com/,100,4.66,56,WED 10:00 AM-7:00 PM MON 10:00 AM-7:00 PM THU 10:00 AM-7:00 PM TUE 10:00 AM-7:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,private,(779) 329-2040,,https://www.google.com/maps/search/?api=1&query=Toy%20Barn%20of%20Dublin%205100%20Post%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Twins Auto of Dublin,https://www.cargurus.com/Cars/m-Twins-Auto-of-Dublin-sp442916,"5035 Post Rd, Dublin, OH 43017 (83 mi)",(614) 860-5530,https://www.twinsautoofdublin.com/,153,4.74,23,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM SUN 11:00 AM-4:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,private,(614) 389-0999,,https://www.google.com/maps/search/?api=1&query=Twins%20Auto%20of%20Dublin%205035%20Post%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Germain Lexus of Ann Arbor,https://www.cargurus.com/Cars/m-Germain-Lexus-of-Ann-Arbor-sp64153,"590 Auto Mall Dr, Ann Arbor, MI 48103 (83 mi)",Not Specified,Not Specified,103,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,franchise,(855) 874-4413,https://www.lexusofannarbor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales,https://www.google.com/maps/search/?api=1&query=Germain%20Lexus%20of%20Ann%20Arbor%20590%20Auto%20Mall%20Dr%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,No dealer website provided
Fox Ann Arbor Acura,https://www.cargurus.com/Cars/m-Fox-Ann-Arbor-Acura-sp299289,"540 Auto Mall Drive, Ann Arbor, MI 48103 (83 mi)",Not Specified,Not Specified,97,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-8:00 PM SAT 10:00 AM-2:00 PM,Ohio,,,,,franchise,(734) 250-6525,https://www.foxannarboracura.com/?utm_source=Google&utm_medium=Organic&utm_campaign=Profile,https://www.google.com/maps/search/?api=1&query=Fox%20Ann%20Arbor%20Acura%20540%20Auto%20Mall%20Drive%2C%20Ann%20Arbor%2C%20MI%2048103%20%2883%20mi%29,No dealer website provided
Prime Time Auto Financing LLC,https://www.cargurus.com/Cars/m-Prime-Time-Auto-Financing-LLC-sp434984,"31208 West 8 Mile Road, Farmington Hills, MI 48336 (83 mi)",(313) 367-0619,https://www.primetimeautofinancing.com/,33,4.75,4,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,private,(313) 251-0343,,https://www.google.com/maps/search/?api=1&query=Prime%20Time%20Auto%20Financing%20LLC%2031208%20West%208%20Mile%20Road%2C%20Farmington%20Hills%2C%20MI%2048336%20%2883%20mi%29,Website could not be loaded
Quattro Motors Farmington Hills,https://www.cargurus.com/Cars/m-Quattro-Motors-Farmington-Hills-sp341273,"28975 Grand River Avenue, Farmington Hills, MI 48336 (83 mi)",Not Specified,Not Specified,15,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Quattro%20Motors%20Farmington%20Hills%2028975%20Grand%20River%20Avenue%2C%20Farmington%20Hills%2C%20MI%2048336%20%2883%20mi%29,No dealer website provided
Volkswagen of Dublin,https://www.cargurus.com/Cars/m-Volkswagen-of-Dublin-sp62411,"6335 Perimeter Rd, Dublin, OH 43017 (83 mi)",(844) 751-0561,https://www.volkswagenofdublin.com/,215,0,0,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Volkswagen%20of%20Dublin%206335%20Perimeter%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Porsche Dublin,https://www.cargurus.com/Cars/m-Porsche-Dublin-sp66891,"6335 Perimeter Rd, Dublin, OH 43017 (83 mi)",(833) 533-0218,https://www.porschedublin.com/,60,4.07,41,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 924-8256,https://dublin.porsche.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_main&utm_term=Porsche_Dublin,https://www.google.com/maps/search/?api=1&query=Porsche%20Dublin%206335%20Perimeter%20Rd%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
Mini of Dublin,https://www.cargurus.com/Cars/m-Mini-of-Dublin-sp65773,"5825 Venture Dr, STE. B, Dublin, OH 43017 (83 mi)",(844) 781-0464,https://www.miniofdublin.com/,101,0,0,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Mini%20of%20Dublin%205825%20Venture%20Dr%2C%20STE.%20B%2C%20Dublin%2C%20OH%2043017%20%2883%20mi%29,Website could not be loaded
